town,ward,precinct,office,district,party,candidate,votes
Weymouth,-,12,President,,Democratic,Total Votes Cast,402
Northbridge,-,4,President,,Green-Rainbow,Blank Votes,0
Agawam,-,4,President,,Green-Rainbow,Blank Votes,0
Salisbury,-,2,President,,Libertarian,All Others,0
New Bedford,3,A,President,,Green-Rainbow,David Cobb,0
Chelmsford,-,3,President,,Libertarian,No Preference,0
Pittsfield,5,A,President,,Green-Rainbow,All Others,1
Uxbridge,-,2,President,,Democratic,Al Sharpton,2
Littleton,-,2,President,,Democratic,Al Sharpton,5
New Bedford,3,D,President,,Libertarian,No Preference,0
Quincy,3,1,President,,Libertarian,Aaron Russo,0
Avon,-,1,President,,Democratic,Richard E. Gephardt,3
Sharon,-,5,President,,Libertarian,Michael Badnarik,0
Worcester,2,1,President,,Democratic,Wesley K. Clark,2
New Bedford,5,B,President,,Republican,George W. Bush,10
Taunton,3,A,President,,Libertarian,Total Votes Cast,0
Boston,19,3,President,,Democratic,Howard Dean,15
Taunton,6,B,President,,Green-Rainbow,David Cobb,0
Peabody,4,3,President,,Green-Rainbow,Total Votes Cast,0
Carver,-,3,President,,Republican,Blank Votes,3
Freetown,-,3,President,,Green-Rainbow,No Preference,0
Brookline,-,9,President,,Democratic,Total Votes Cast,554
Malden,1,2,President,,Democratic,Al Sharpton,2
W. Springfield,-,3,President,,Democratic,John Edwards,24
Boston,3,1,President,,Libertarian,All Others,0
Saugus,-,2,President,,Democratic,Al Sharpton,0
Springfield,2,E,President,,Democratic,Howard Dean,0
Wilbraham,-,C,President,,Democratic,Al Sharpton,1
Marlborough,7,2,President,,Republican,No Preference,1
Boston,21,6,President,,Democratic,All Others,0
Uxbridge,-,1,President,,Republican,George W. Bush,24
Reading,-,5,President,,Libertarian,No Preference,0
Williamsburg,-,1,President,,Green-Rainbow,All Others,2
Woburn,6,1,President,,Democratic,"Lyndon H. LaRouche, Jr.",0
Boston,4,3,President,,Democratic,John Edwards,36
Middleborough,-,1,President,,Democratic,Joseph Lieberman,6
Wakefield,-,4,President,,Green-Rainbow,Blank Votes,0
Plympton,-,1,President,,Democratic,No Preference,1
Northampton,6,A,President,,Democratic,No Preference,3
Plymouth,-,1,President,,Libertarian,Gary Nolan,0
Worcester,1,2,President,,Green-Rainbow,Kent Mesplay,0
Boston,4,1,President,,Libertarian,Ruben Perez,0
Quincy,1,3,President,,Democratic,Wesley K. Clark,1
Beverly,6,2,President,,Green-Rainbow,Kent Mesplay,0
Somerville,4,3,President,,Democratic,Blank Votes,0
Boston,8,6,President,,Republican,Blank Votes,0
Wilmington,-,5,President,,Democratic,Richard E. Gephardt,0
Waltham,4,2,President,,Democratic,Joseph Lieberman,1
Boston,20,16,President,,Libertarian,All Others,0
Ayer,-,2,President,,Libertarian,Ruben Perez,0
Cambridge,9,1,President,,Libertarian,Jeffrey Diket,0
Boston,1,2,President,,Green-Rainbow,No Preference,0
Melrose,3,1,President,,Libertarian,Aaron Russo,0
Leominster,2,A,President,,Republican,Blank Votes,1
Brockton,5,D,President,,Republican,All Others,0
Holbrook,-,1,President,,Republican,Total Votes Cast,50
Lawrence,F,1,President,,Libertarian,Total Votes Cast,0
Southbridge,-,3,President,,Republican,Total Votes Cast,32
Worcester,8,2,President,,Green-Rainbow,No Preference,0
Worcester,6,5,President,,Libertarian,All Others,0
Beverly,2,1,President,,Green-Rainbow,Kent Mesplay,1
Quincy,1,4,President,,Democratic,All Others,1
Fairhaven,-,2,President,,Green-Rainbow,All Others,0
Spencer,-,2,President,,Republican,George W. Bush,15
Mansfield,-,5,President,,Green-Rainbow,Total Votes Cast,0
New Bedford,5,E,President,,Republican,No Preference,0
W. Stockbridge,-,1,President,,Republican,Total Votes Cast,17
Pittsfield,3,A,President,,Libertarian,All Others,0
Tewksbury,-,4,President,,Libertarian,Michael Badnarik,0
Shrewsbury,-,4,President,,Democratic,Blank Votes,2
Lawrence,D,1,President,,Democratic,Total Votes Cast,147
Watertown,-,9,President,,Democratic,Carol Moseley Braun,0
Athol,-,3,President,,Democratic,Wesley K. Clark,2
W. Bridgewater,-,1,President,,Libertarian,Blank Votes,0
Boston,4,8,President,,Libertarian,Gary Nolan,0
Quincy,2,5,President,,Libertarian,Michael Badnarik,0
Milton,-,4,President,,Libertarian,Jeffrey Diket,0
Boston,13,6,President,,Libertarian,Gary Nolan,0
Wenham,-,1,President,,Democratic,Total Votes Cast,335
Bedford,-,2,President,,Democratic,All Others,1
Boston,22,12,President,,Democratic,All Others,0
Boston,21,15,President,,Democratic,Total Votes Cast,153
Revere,5,2A,President,,Democratic,Blank Votes,2
Lowell,5,1,President,,Republican,All Others,0
Worcester,5,3,President,,Democratic,Joseph Lieberman,3
Adams,-,4,President,,Democratic,Al Sharpton,1
Boston,10,1,President,,Green-Rainbow,Lorna Salzman,0
Barnstable,-,12,President,,Democratic,Dennis J. Kucinich,11
Petersham,-,1,President,,Republican,Total Votes Cast,29
Chicopee,2,D,President,,Democratic,Al Sharpton,1
Auburn,-,1,President,,Republican,All Others,0
Grafton,-,4,President,,Green-Rainbow,Total Votes Cast,0
Gosnold,-,1,President,,Democratic,Joseph Lieberman,0
Concord,-,2,President,,Democratic,"Lyndon H. LaRouche, Jr.",2
Tewksbury,-,2A,President,,Democratic,No Preference,4
Boston,5,3,President,,Libertarian,Total Votes Cast,0
Boston,20,4,President,,Libertarian,Gary Nolan,0
Springfield,7,D,President,,Libertarian,Blank Votes,0
Taunton,3,B,President,,Green-Rainbow,All Others,0
Wilmington,-,6,President,,Republican,Blank Votes,1
Holyoke,5,B,President,,Libertarian,No Preference,0
Gardner,1,A,President,,Republican,Total Votes Cast,22
Melrose,7,1,President,,Libertarian,Ruben Perez,0
Boston,4,1,President,,Green-Rainbow,No Preference,0
Stoneham,-,5,President,,Democratic,No Preference,5
Quincy,3,3,President,,Green-Rainbow,David Cobb,0
Pembroke,-,1,President,,Republican,No Preference,1
Worcester,9,2,President,,Green-Rainbow,Lorna Salzman,0
Boston,14,2,President,,Democratic,Blank Votes,4
Belchertown,-,B,President,,Green-Rainbow,Lorna Salzman,0
Stockbridge,-,1,President,,Green-Rainbow,All Others,0
Westfield,3,B,President,,Democratic,"Lyndon H. LaRouche, Jr.",0
Lynn,5,2,President,,Democratic,Richard E. Gephardt,0
Taunton,8,B,President,,Libertarian,Jeffrey Diket,0
Springfield,5,D,President,,Libertarian,Ruben Perez,0
Somerville,4,3,President,,Democratic,Dennis J. Kucinich,31
Lee,-,6,President,,Libertarian,Ruben Perez,0
Boston,13,2,President,,Democratic,Carol Moseley Braun,0
Boston,3,2,President,,Green-Rainbow,Kent Mesplay,0
Newburyport,6,1,President,,Green-Rainbow,Total Votes Cast,0
Somerville,4,3,President,,Green-Rainbow,No Preference,0
Foxborough,-,3,President,,Libertarian,Ruben Perez,0
Boston,21,12,President,,Libertarian,Total Votes Cast,2
Medford,1,1,President,,Libertarian,Total Votes Cast,0
Beverly,3,1,President,,Democratic,"Lyndon H. LaRouche, Jr.",0
Brockton,3,C,President,,Green-Rainbow,Lorna Salzman,0
Boston,20,20,President,,Democratic,Dennis J. Kucinich,10
Chicopee,4,B,President,,Green-Rainbow,Paul Glover,0
Malden,5,2,President,,Libertarian,Michael Badnarik,0
Greenfield,-,2,President,,Republican,All Others,1
Cambridge,7,1,President,,Green-Rainbow,Paul Glover,0
Northampton,6,A,President,,Green-Rainbow,Blank Votes,0
Ashby,-,1,President,,Democratic,No Preference,1
Fairhaven,-,3,President,,Libertarian,Gary Nolan,0
Arlington,-,3,President,,Democratic,Joseph Lieberman,2
Ashfield,-,1,President,,Democratic,No Preference,0
Gloucester,3,1,President,,Green-Rainbow,All Others,0
Worcester,1,5,President,,Democratic,Wesley K. Clark,1
Springfield,7,E,President,,Democratic,Blank Votes,1
Winchendon,-,2,President,,Democratic,Blank Votes,0
Boston,7,5,President,,Libertarian,Aaron Russo,0
Cambridge,1,3,President,,Democratic,Richard E. Gephardt,0
Plymouth,-,4,President,,Green-Rainbow,Lorna Salzman,0
Townsend,-,2,President,,Republican,No Preference,7
Taunton,4,A,President,,Democratic,Richard E. Gephardt,0
Lowell,9,2,President,,Democratic,"Lyndon H. LaRouche, Jr.",0
Peabody,6,3,President,,Democratic,Joseph Lieberman,1
Burlington,-,4,President,,Republican,George W. Bush,48
Barnstable,-,7,President,,Democratic,Richard E. Gephardt,0
Haverhill,5,3,President,,Green-Rainbow,Blank Votes,0
Chelsea,1,1,President,,Republican,All Others,0
Springfield,2,F,President,,Libertarian,Ruben Perez,0
Marlborough,3,1,President,,Democratic,Richard E. Gephardt,0
Lawrence,C,2,President,,Democratic,"Lyndon H. LaRouche, Jr.",0
Amherst,-,8,President,,Libertarian,Total Votes Cast,1
Swampscott,-,6,President,,Libertarian,Blank Votes,0
Marblehead,-,6,President,,Libertarian,All Others,0
Ashby,-,1,President,,Republican,All Others,1
Newton,1,1,President,,Democratic,Howard Dean,8
Boston,6,7,President,,Democratic,"Lyndon H. LaRouche, Jr.",0
Adams,-,5,President,,Green-Rainbow,Kent Mesplay,0
Newton,6,3,President,,Democratic,Joseph Lieberman,4
Rochester,-,1,President,,Libertarian,All Others,0
Weston,-,3,President,,Democratic,Richard E. Gephardt,0
Boston,18,11,President,,Republican,Blank Votes,0
N. Attleborough,-,3,President,,Democratic,All Others,2
Salem,4,1,President,,Libertarian,No Preference,0
Quincy,4,1,President,,Democratic,"Lyndon H. LaRouche, Jr.",1
Harwich,-,4,President,,Green-Rainbow,Paul Glover,0
Natick,-,6,President,,Republican,Total Votes Cast,177
Rockland,-,2,President,,Green-Rainbow,David Cobb,0
Spencer,-,3,President,,Republican,All Others,1
Medford,1,1,President,,Democratic,"Lyndon H. LaRouche, Jr.",3
E. Bridgewater,-,4,President,,Libertarian,No Preference,0
Ashland,-,1,President,,Democratic,No Preference,2
Westwood,-,3,President,,Democratic,Wesley K. Clark,2
Melrose,2,2,President,,Democratic,Richard E. Gephardt,1
Plymouth,-,14,President,,Democratic,Total Votes Cast,293
Framingham,-,5,President,,Libertarian,Total Votes Cast,0
Billerica,-,11,President,,Republican,No Preference,3
W. Tisbury,-,1,President,,Green-Rainbow,Lorna Salzman,0
Newton,4,3,President,,Libertarian,Total Votes Cast,0
Springfield,3,H,President,,Democratic,Blank Votes,0
Boston,18,18,President,,Republican,Total Votes Cast,8
Buckland,-,1,President,,Green-Rainbow,Kent Mesplay,0
Grafton,-,4,President,,Green-Rainbow,No Preference,0
Georgetown,-,1,President,,Libertarian,Total Votes Cast,2
Millbury,-,1,President,,Democratic,"Lyndon H. LaRouche, Jr.",0
Middleborough,-,2,President,,Libertarian,Blank Votes,0
Lee,-,1,President,,Republican,George W. Bush,38
Cambridge,8,1,President,,Republican,All Others,0
Springfield,6,B,President,,Democratic,John Edwards,33
New Bedford,1,A,President,,Democratic,John F. Kerry,227
Everett,3,1,President,,Green-Rainbow,Paul Glover,0
Medford,6,1,President,,Republican,George W. Bush,26
Shutesbury,-,1,President,,Democratic,Al Sharpton,3
Lawrence,D,2,President,,Republican,All Others,0
Springfield,6,C,President,,Republican,No Preference,3
Amherst,-,2,President,,Democratic,John F. Kerry,271
Lincoln,-,1,President,,Democratic,Dennis J. Kucinich,40
Chicopee,2,D,President,,Green-Rainbow,All Others,0
Franklin,-,2,President,,Republican,Total Votes Cast,159
Lowell,5,2,President,,Republican,Total Votes Cast,12
Boston,14,2,President,,Republican,Blank Votes,0
Boston,18,12,President,,Libertarian,Total Votes Cast,0
Fall River,3,B,President,,Libertarian,Blank Votes,4
Quincy,2,1,President,,Republican,Blank Votes,0
Westfield,6,B,President,,Democratic,Blank Votes,4
Warren,-,A,President,,Libertarian,Blank Votes,0
Boston,22,13,President,,Democratic,John F. Kerry,96
Haverhill,1,2,President,,Democratic,"Lyndon H. LaRouche, Jr.",0
Framingham,-,1,President,,Democratic,Dennis J. Kucinich,11
Dracut,-,5,President,,Green-Rainbow,David Cobb,0
Newton,6,1,President,,Democratic,"Lyndon H. LaRouche, Jr.",1
Boston,20,3,President,,Democratic,Blank Votes,3
Newton,3,4,President,,Republican,Blank Votes,1
Lowell,11,2,President,,Democratic,Total Votes Cast,212
Wilbraham,-,B,President,,Democratic,Richard E. Gephardt,0
Northborough,-,3,President,,Democratic,Wesley K. Clark,0
Arlington,-,3,President,,Green-Rainbow,Paul Glover,0
Westminster,-,1,President,,Republican,No Preference,5
Wellfleet,-,1,President,,Democratic,John F. Kerry,323
Springfield,2,E,President,,Libertarian,Michael Badnarik,0
Milford,-,4,President,,Libertarian,Michael Badnarik,0
Brockton,3,A,President,,Green-Rainbow,Paul Glover,0
Boston,22,6,President,,Republican,Blank Votes,0
Boston,21,8,President,,Democratic,Blank Votes,4
Abington,-,3,President,,Republican,Blank Votes,0
New Braintree,-,1,President,,Democratic,Wesley K. Clark,0
Bourne,-,4,President,,Libertarian,Total Votes Cast,0
Fall River,4,A,President,,Green-Rainbow,Paul Glover,0
Holyoke,6,A,President,,Libertarian,Jeffrey Diket,0
Quincy,3,4,President,,Green-Rainbow,No Preference,0
Cambridge,7,3,President,,Democratic,"Lyndon H. LaRouche, Jr.",0
Amesbury,-,1,President,,Democratic,Blank Votes,3
Blandford,-,1,President,,Green-Rainbow,Kent Mesplay,0
Revere,5,2,President,,Libertarian,Aaron Russo,0
Quincy,6,2,President,,Libertarian,Jeffrey Diket,0
Boston,6,4,President,,Democratic,John F. Kerry,130
Cambridge,3,3,President,,Green-Rainbow,Kent Mesplay,1
Boston,21,7,President,,Republican,Total Votes Cast,6
Boston,11,5,President,,Libertarian,Aaron Russo,0
Boston,2,6,President,,Republican,Blank Votes,1
Boston,9,5,President,,Republican,No Preference,0
Fall River,6,A,President,,Democratic,John F. Kerry,249
Halifax,-,2,President,,Democratic,"Lyndon H. LaRouche, Jr.",1
Boston,11,3,President,,Green-Rainbow,No Preference,0
Brookline,-,9,President,,Green-Rainbow,Lorna Salzman,0
Chelsea,4,2,President,,Libertarian,Blank Votes,0
Lawrence,B,2,President,,Green-Rainbow,No Preference,0
Lowell,7,2,President,,Democratic,Howard Dean,2
Taunton,7,B,President,,Democratic,"Lyndon H. LaRouche, Jr.",0
Barnstable,-,2,President,,Democratic,John F. Kerry,236
Everett,2,3,President,,Green-Rainbow,Blank Votes,0
Lee,-,5,President,,Libertarian,All Others,0
Methuen,-,12,President,,Democratic,Carol Moseley Braun,0
Boston,17,2,President,,Democratic,Howard Dean,2
Boston,5,1,President,,Democratic,Blank Votes,5
Chicopee,1,B,President,,Republican,All Others,1
Burlington,-,6,President,,Libertarian,All Others,0
Lowell,10,1,President,,Libertarian,Blank Votes,0
Worcester,1,2,President,,Democratic,All Others,2
Boston,18,1,President,,Democratic,Al Sharpton,15
Upton,-,1,President,,Libertarian,Blank Votes,0
Braintree,-,10,President,,Green-Rainbow,Blank Votes,0
Hardwick,-,1,President,,Democratic,Carol Moseley Braun,1
Newton,2,2,President,,Libertarian,Michael Badnarik,0
Boston,17,11,President,,Green-Rainbow,David Cobb,0
Saugus,-,1,President,,Democratic,John Edwards,44
Walpole,-,5,President,,Republican,Blank Votes,3
Westfield,5,A,President,,Democratic,John F. Kerry,132
Weymouth,-,5,President,,Libertarian,All Others,0
Belmont,-,1,President,,Republican,No Preference,2
Bridgewater,-,5,President,,Libertarian,Total Votes Cast,0
Boston,16,1,President,,Libertarian,No Preference,0
Ware,-,C,President,,Democratic,Richard E. Gephardt,0
Hopkinton,-,3,President,,Libertarian,Blank Votes,0
N. Andover,-,5,President,,Libertarian,Jeffrey Diket,0
Bolton,-,1,President,,Democratic,All Others,2
Rehoboth,-,1,President,,Democratic,Richard E. Gephardt,0
Dunstable,-,1,President,,Democratic,Joseph Lieberman,5
Boxford,-,2,President,,Democratic,John Edwards,51
Lowell,11,3,President,,Democratic,Total Votes Cast,256
Blackstone,-,3,President,,Libertarian,Gary Nolan,0
Everett,3,3,President,,Green-Rainbow,David Cobb,0
Chicopee,6,BW,President,,Democratic,John Edwards,9
Easton,-,3,President,,Republican,All Others,0
New Bedford,2,G,President,,Democratic,Dennis J. Kucinich,3
Wilbraham,-,D,President,,Green-Rainbow,David Cobb,0
Northbridge,-,2,President,,Democratic,All Others,0
Quincy,3,3,President,,Democratic,Carol Moseley Braun,0
Haverhill,1,3,President,,Democratic,Joseph Lieberman,2
Worcester,4,5,President,,Republican,Total Votes Cast,19
Boston,19,5,President,,Libertarian,Ruben Perez,0
Boston,14,5,President,,Democratic,Total Votes Cast,144
Gloucester,4,1,President,,Green-Rainbow,Blank Votes,0
Springfield,4,D,President,,Democratic,Richard E. Gephardt,0
Wrentham,-,3,President,,Libertarian,Total Votes Cast,9
Pittsfield,7,B,President,,Democratic,Dennis J. Kucinich,8
Chicopee,2,CN,President,,Libertarian,Jeffrey Diket,0
Tewksbury,-,4,President,,Republican,Blank Votes,0
Boston,12,5,President,,Democratic,Howard Dean,0
Stoneham,-,5,President,,Republican,Blank Votes,1
Rockland,-,5,President,,Green-Rainbow,No Preference,0
Chelmsford,-,4,President,,Libertarian,No Preference,0
Hopkinton,-,4,President,,Democratic,All Others,0
Peabody,4,3,President,,Green-Rainbow,No Preference,0
Newton,5,4,President,,Democratic,Al Sharpton,1
Andover,-,7,President,,Democratic,Richard E. Gephardt,1
Southborough,-,3,President,,Libertarian,Aaron Russo,0
Tyringham,-,1,President,,Democratic,Howard Dean,1
Dover,-,1,President,,Democratic,Blank Votes,1
Ayer,-,1,President,,Green-Rainbow,Blank Votes,0
Westborough,-,4,President,,Republican,George W. Bush,103
Wilmington,-,3,President,,Democratic,Joseph Lieberman,1
Sharon,-,1,President,,Democratic,John F. Kerry,549
Rochester,-,1,President,,Democratic,Al Sharpton,5
Rehoboth,-,2,President,,Democratic,Carol Moseley Braun,2
Northampton,3,A,President,,Green-Rainbow,All Others,2
Boston,3,5,President,,Green-Rainbow,Kent Mesplay,0
Stoneham,-,3,President,,Libertarian,Michael Badnarik,0
Egremont,-,1,President,,Republican,No Preference,2
Boston,12,4,President,,Democratic,Howard Dean,2
Boston,18,21,President,,Libertarian,Blank Votes,0
Gloucester,1,1,President,,Green-Rainbow,No Preference,0
Andover,-,9,President,,Libertarian,Michael Badnarik,0
Chelsea,1,3,President,,Democratic,Total Votes Cast,83
Waltham,4,1,President,,Libertarian,Aaron Russo,0
Boston,1,6,President,,Libertarian,Michael Badnarik,0
Grafton,-,3,President,,Green-Rainbow,All Others,1
Somerset,-,1,President,,Democratic,John Edwards,35
Cambridge,4,1,President,,Republican,Total Votes Cast,12
Orleans,-,1,President,,Libertarian,Total Votes Cast,0
N. Adams,3,3,President,,Green-Rainbow,No Preference,0
Chelmsford,-,5,President,,Democratic,Howard Dean,12
Amesbury,-,5,President,,Green-Rainbow,No Preference,0
Arlington,-,5,President,,Democratic,All Others,0
Pembroke,-,3,President,,Green-Rainbow,David Cobb,0
Agawam,-,6,President,,Democratic,Blank Votes,0
Athol,-,1,President,,Libertarian,Total Votes Cast,1
Boston,7,4,President,,Democratic,"Lyndon H. LaRouche, Jr.",0
Boston,22,4,President,,Green-Rainbow,Blank Votes,0
Plymouth,-,7,President,,Libertarian,Aaron Russo,0
Boston,1,3,President,,Democratic,Carol Moseley Braun,0
Billerica,-,5,President,,Republican,No Preference,3
Lowell,8,2,President,,Libertarian,Michael Badnarik,0
Winchester,-,7,President,,Green-Rainbow,David Cobb,0
Tisbury,-,1,President,,Libertarian,Ruben Perez,0
Middleton,-,1,President,,Democratic,John Edwards,59
Woburn,6,1,President,,Republican,George W. Bush,15
Methuen,-,6,President,,Democratic,John F. Kerry,185
Westwood,-,1,President,,Green-Rainbow,Paul Glover,0
Winchester,-,4,President,,Libertarian,No Preference,0
Bellingham,-,4,President,,Democratic,Howard Dean,4
Attleboro,5,A,President,,Democratic,Wesley K. Clark,0
Clinton,-,1,President,,Democratic,Howard Dean,6
Hanover,-,2,President,,Green-Rainbow,David Cobb,0
Boston,15,2,President,,Green-Rainbow,Paul Glover,0
Boston,17,1,President,,Libertarian,Total Votes Cast,0
Boston,21,2,President,,Libertarian,All Others,0
Attleboro,2,A,President,,Democratic,Al Sharpton,3
Pepperell,-,1,President,,Democratic,Dennis J. Kucinich,2
Brimfield,-,1,President,,Republican,All Others,1
W. Boylston,-,2,President,,Republican,No Preference,2
Stoughton,-,7,President,,Republican,Total Votes Cast,49
Boston,16,3,President,,Green-Rainbow,Blank Votes,0
Boston,22,5,President,,Libertarian,Gary Nolan,0
Yarmouth,-,5,President,,Libertarian,No Preference,0
Concord,-,5,President,,Democratic,Al Sharpton,14
Chicopee,2,D,President,,Democratic,Total Votes Cast,161
Boston,18,14,President,,Green-Rainbow,Blank Votes,0
Easthampton,-,3,President,,Green-Rainbow,Total Votes Cast,5
Bedford,-,1,President,,Republican,All Others,1
Rochester,-,1,President,,Green-Rainbow,Total Votes Cast,1
Shrewsbury,-,5,President,,Democratic,Blank Votes,2
Lowell,7,1,President,,Libertarian,Blank Votes,0
Ipswich,-,4,President,,Republican,Blank Votes,3
Chelsea,2,2,President,,Democratic,Dennis J. Kucinich,0
Boston,18,16,President,,Republican,Blank Votes,0
Lowell,1,3,President,,Libertarian,Aaron Russo,0
Boston,5,7,President,,Republican,Total Votes Cast,20
Taunton,5,B,President,,Libertarian,Aaron Russo,0
Melrose,7,1,President,,Libertarian,Michael Badnarik,0
Holyoke,6,A,President,,Green-Rainbow,Blank Votes,0
Lawrence,F,3,President,,Republican,Total Votes Cast,12
Revere,5,3,President,,Republican,Blank Votes,0
Monson,-,B,President,,Libertarian,Blank Votes,0
Everett,4,1,President,,Libertarian,Gary Nolan,0
Acushnet,-,3,President,,Libertarian,Ruben Perez,0
Ashland,-,1,President,,Democratic,All Others,0
Chicopee,3,AW,President,,Libertarian,All Others,0
Sutton,-,2,President,,Democratic,Joseph Lieberman,0
Boston,13,7,President,,Democratic,"Lyndon H. LaRouche, Jr.",0
Fall River,6,B,President,,Libertarian,Total Votes Cast,0
Northampton,1,A,President,,Democratic,All Others,1
Milton,-,4,President,,Democratic,John F. Kerry,335
Falmouth,-,5,President,,Democratic,Carol Moseley Braun,0
W. Boylston,-,1,President,,Republican,George W. Bush,46
Lawrence,C,4,President,,Green-Rainbow,Kent Mesplay,0
Framingham,-,3,President,,Libertarian,Blank Votes,0
Boston,4,10,President,,Republican,Total Votes Cast,2
Boston,15,5,President,,Green-Rainbow,Kent Mesplay,0
Worcester,7,3,President,,Libertarian,Gary Nolan,0
Pembroke,-,5,President,,Democratic,"Lyndon H. LaRouche, Jr.",1
Cambridge,10,3,President,,Democratic,John Edwards,50
Newburyport,4,1,President,,Green-Rainbow,David Cobb,0
Eastham,-,1,President,,Green-Rainbow,All Others,1
Boston,13,1,President,,Democratic,Richard E. Gephardt,1
Plymouth,-,4,President,,Green-Rainbow,Total Votes Cast,1
Boston,20,1,President,,Democratic,John F. Kerry,321
Quincy,2,3,President,,Green-Rainbow,All Others,1
Boston,21,11,President,,Democratic,Wesley K. Clark,1
Boston,21,10,President,,Republican,George W. Bush,11
Watertown,-,6,President,,Democratic,John F. Kerry,221
Newton,6,4,President,,Green-Rainbow,Kent Mesplay,0
Boston,17,14,President,,Democratic,No Preference,0
Townsend,-,2,President,,Democratic,Dennis J. Kucinich,11
Plympton,-,1,President,,Democratic,Blank Votes,0
Scituate,-,2,President,,Republican,No Preference,4
Stoughton,-,4,President,,Republican,Total Votes Cast,55
W. Springfield,-,6,President,,Libertarian,No Preference,0
Wellesley,-,E,President,,Democratic,Carol Moseley Braun,1
Woburn,3,2,President,,Green-Rainbow,Kent Mesplay,0
Brockton,1,C,President,,Green-Rainbow,Kent Mesplay,0
Worcester,7,3,President,,Republican,No Preference,1
Falmouth,-,7,President,,Green-Rainbow,David Cobb,0
Holyoke,2,A,President,,Libertarian,Ruben Perez,0
Randolph,-,8,President,,Democratic,Carol Moseley Braun,1
Falmouth,-,2,President,,Green-Rainbow,Blank Votes,0
Winchendon,-,2,President,,Green-Rainbow,David Cobb,0
Brookline,-,9,President,,Democratic,Wesley K. Clark,4
Gardner,3,B,President,,Democratic,Al Sharpton,0
New Bedford,3,A,President,,Democratic,Joseph Lieberman,0
Marlborough,3,1,President,,Democratic,Blank Votes,3
Somerville,2,2,President,,Green-Rainbow,Total Votes Cast,7
Pittsfield,5,A,President,,Democratic,Wesley K. Clark,0
Belchertown,-,D,President,,Democratic,Al Sharpton,0
Malden,4,2,President,,Democratic,John F. Kerry,158
Boston,1,5,President,,Libertarian,Jeffrey Diket,0
Boston,13,5,President,,Libertarian,Total Votes Cast,1
Easton,-,6,President,,Republican,George W. Bush,55
Cambridge,3,2,President,,Republican,No Preference,0
Greenfield,-,4,President,,Democratic,Richard E. Gephardt,0
Revere,2,2,President,,Libertarian,Blank Votes,0
Boston,5,7,President,,Democratic,Joseph Lieberman,1
Haverhill,6,2,President,,Democratic,Howard Dean,7
Bridgewater,-,1,President,,Libertarian,All Others,0
Dartmouth,-,2,President,,Democratic,Carol Moseley Braun,0
Fall River,2,A,President,,Green-Rainbow,Total Votes Cast,0
Hinsdale,-,1,President,,Republican,Total Votes Cast,9
Haverhill,4,1,President,,Democratic,Total Votes Cast,287
Boston,20,10,President,,Democratic,"Lyndon H. LaRouche, Jr.",0
Greenfield,-,2,President,,Libertarian,Jeffrey Diket,0
Peabody,4,2,President,,Republican,Total Votes Cast,25
Marlborough,7,2,President,,Democratic,Joseph Lieberman,2
Boston,5,1,President,,Democratic,All Others,1
Lenox,-,1,President,,Democratic,All Others,0
Chelsea,3,3,President,,Green-Rainbow,Lorna Salzman,0
Belmont,-,5,President,,Republican,George W. Bush,55
Watertown,-,5,President,,Republican,George W. Bush,25
Lawrence,F,4,President,,Democratic,Carol Moseley Braun,0
Westport,-,D,President,,Green-Rainbow,All Others,0
Beverly,5,1,President,,Green-Rainbow,Lorna Salzman,0
Boston,20,13,President,,Libertarian,All Others,0
Cambridge,3,1,President,,Green-Rainbow,No Preference,0
Canton,-,2,President,,Democratic,Howard Dean,13
Fall River,1,A,President,,Green-Rainbow,Total Votes Cast,0
Norwood,-,7,President,,Libertarian,All Others,0
Brockton,3,D,President,,Democratic,All Others,0
Boston,12,1,President,,Democratic,Dennis J. Kucinich,3
Springfield,2,G,President,,Democratic,All Others,0
Mashpee,-,3,President,,Democratic,Howard Dean,2
Brookline,-,3,President,,Democratic,Richard E. Gephardt,0
N. Andover,-,4,President,,Democratic,Wesley K. Clark,0
Billerica,-,11,President,,Libertarian,Blank Votes,0
Mendon,-,1,President,,Democratic,Howard Dean,7
Belmont,-,6,President,,Republican,All Others,0
Peabody,2,3,President,,Green-Rainbow,All Others,0
Somerville,4,1,President,,Republican,Blank Votes,0
Greenfield,-,9,President,,Democratic,Wesley K. Clark,0
Salem,2,1,President,,Libertarian,Gary Nolan,1
Springfield,3,A,President,,Democratic,"Lyndon H. LaRouche, Jr.",0
Uxbridge,-,2,President,,Green-Rainbow,David Cobb,0
Quincy,6,5,President,,Libertarian,Michael Badnarik,0
Boston,13,3,President,,Libertarian,All Others,0
Holliston,-,2,President,,Libertarian,All Others,1
Woburn,1,2,President,,Libertarian,Blank Votes,0
Boston,14,8,President,,Green-Rainbow,Total Votes Cast,0
Boston,6,8,President,,Green-Rainbow,Paul Glover,0
Boston,6,3,President,,Green-Rainbow,Blank Votes,0
Hatfield,-,1,President,,Green-Rainbow,No Preference,0
Boston,21,8,President,,Libertarian,Jeffrey Diket,0
Arlington,-,20,President,,Green-Rainbow,Total Votes Cast,0
Weymouth,-,4,President,,Republican,Total Votes Cast,81
Littleton,-,1,President,,Democratic,Total Votes Cast,306
Holden,-,5,President,,Democratic,Total Votes Cast,289
Newton,5,2,President,,Democratic,Joseph Lieberman,6
